model,domain,task,instance_id,gt_plan,curr_plan,plan_trace,nr_plan_trace,trace_score,complementary_plan,correct_part,executability,final_score,curr_score,curr_steps,curr_last_act,curr_validity,cdt_plan,cdt_score,cdt_steps,cdt_last_act,cdt_validity,subseq_plan,subseq_score,subseq_steps,subseq_last_act,subseq_validity,cdt_subseq_plan,cdt_subseq_score,cdt_subseq_steps,cdt_subseq_last_act,cdt_subseq_validity,improved_plan,improved_validity,improved_cdt_validity,improved_subseq_plan,improved_cdt_plan,improved_subseq_validity,improved_subseq_cdt_plan,improved_subseq_cdt_validity
claude_3_haiku,blocksworld_3,_zero_shot,27,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(pick-up a)', '(stack a c)']","['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(stack a c)']","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'correct'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'correct'}",3.6,"['(pick-up a)', '(stack a c)']","['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)']",False,4.433333333333334,4.433333333333334,2,4,False,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(stack a c)']",4.433333333333334,2,4,False,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(stack a c)']",1.0,2,4,False,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(stack a c)']",1.0,2,4,False,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(pick-up a)', '(stack a c)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,28,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']","['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a b)', '(stack c a)']","{0: 'position', 1: 'position', 2: 'position', 3: 'correct', 4: 'same_act'}","{0: 'position', 1: 'position', 2: 'position', 3: 'correct', 4: 'same_act'}",3.0,"['(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']","['(unstack c a)', '(put-down c)', '(unstack a b)']",False,3.5700000000000003,3.5700000000000003,5,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a b)', '(stack c a)']",3.5700000000000003,5,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a b)']",1.0,5,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a b)']",1.0,5,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,29,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']","['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",4.0,[],"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",True,4.0,4.0,0,6,True,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",4.0,0,6,True,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,6,True,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,6,True,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,30,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']","['(pick-up b)', '(unstack c a)', '(put-down b)', '(stack c a)']","{1: 'correct', 0: 'same_act', 2: 'same_act', 3: 'same_act'}","{1: 'correct', 0: 'same_act', 2: 'same_act', 3: 'same_act'}",1.25,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",[],False,3.1125,3.05,4,1,False,"['(unstack c a)', '(put-down b)', '(stack c a)', '(pick-up b)']",3.175,3,1,False,['(unstack c a)'],1.0,3,1,False,['(unstack c a)'],1.0,3,1,False,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,31,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']","['(pick-up a)', '(unstack b c)', '(put-down a)', '(stack b c)']","{1: 'correct', 0: 'same_act', 2: 'same_act', 3: 'same_act'}","{1: 'correct', 0: 'same_act', 2: 'same_act', 3: 'same_act'}",1.25,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']",[],False,3.1125,3.05,4,1,False,"['(unstack b c)', '(put-down a)', '(stack b c)', '(pick-up a)']",3.175,3,1,False,['(unstack b c)'],1.0,3,1,False,['(unstack b c)'],1.0,3,1,False,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,32,"['(unstack b c)', '(stack b a)', '(pick-up c)', '(stack c b)']","['(pick-up b)', '(unstack b c)', '(pick-up c)']","{2: 'position', 1: 'correct', 0: 'diff_act'}","{2: 'position', 1: 'correct', 0: 'diff_act'}",2.1666666666666665,"['(unstack b c)', '(stack b a)', '(pick-up c)', '(stack c b)']",[],False,3.2242919389978213,3.2242919389978213,3,0,False,"['(pick-up b)', '(unstack b c)', '(pick-up c)']",3.2242919389978213,3,0,False,"['(unstack b c)', '(pick-up c)']",1.0,3,1,False,"['(unstack b c)', '(pick-up c)']",1.0,3,1,False,"['(unstack b c)', '(stack b a)', '(pick-up c)', '(stack c b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,33,"['(pick-up c)', '(stack c a)']","['(pick-up a)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)']","{3: 'correct', 4: 'correct', 0: 'redundant', 1: 'redundant', 2: 'redundant'}","{3: 'correct', 4: 'correct', 0: 'same_act', 1: 'redundant', 2: 'diff_act'}",0.8,"['(pick-up c)', '(stack c a)']",[],False,1.5,1.5,3,0,False,"['(pick-up a)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)']",1.5,3,0,False,"['(pick-up c)', '(stack c a)']",1.0,0,2,True,"['(pick-up c)', '(stack c a)']",1.0,0,2,True,"['(pick-up c)', '(stack c a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,34,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']","['(pick-up a)', '(unstack c b)', '(put-down a)', '(stack c b)']","{1: 'correct', 0: 'same_act', 2: 'same_act', 3: 'same_act'}","{1: 'correct', 0: 'same_act', 2: 'same_act', 3: 'same_act'}",1.25,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",[],False,3.1125,3.05,4,1,False,"['(unstack c b)', '(put-down a)', '(stack c b)', '(pick-up a)']",3.175,3,1,False,['(unstack c b)'],1.0,3,1,False,['(unstack c b)'],1.0,3,1,False,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,35,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']","['(unstack c b)', '(put-down c)', '(unstack b a)', '(stack b c)', '(pick-up a)', '(stack a b)']","{0: 'position', 1: 'position', 2: 'position', 4: 'position', 3: 'same_act', 5: 'same_act'}","{0: 'position', 1: 'position', 2: 'position', 4: 'position', 3: 'same_act', 5: 'same_act'}",3.0,"['(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']","['(unstack c b)', '(put-down c)', '(unstack b a)']",True,3.741666666666666,3.741666666666666,4,6,False,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(stack b c)', '(pick-up a)', '(stack a b)']",3.741666666666666,4,6,False,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(pick-up a)']",1.0,5,3,False,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(pick-up a)']",1.0,5,3,False,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,36,"['(unstack c a)', '(stack c b)']","['(pick-up c)', '(unstack c a)']","{1: 'correct', 0: 'diff_act'}","{1: 'correct', 0: 'diff_act'}",1.25,"['(unstack c a)', '(stack c b)']",[],False,3.711437908496732,3.586437908496732,2,0,False,"['(unstack c a)', '(pick-up c)']",3.836437908496732,1,1,False,['(unstack c a)'],1.0,1,1,False,['(unstack c a)'],1.0,1,1,False,"['(unstack c a)', '(stack c b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,37,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']","['(pick-up c)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 6: 'correct', 5: 'redundant'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 6: 'correct', 5: 'correct'}",1.7142857142857142,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",[],False,4.19047619047619,3.976190476190476,6,0,False,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)', '(pick-up c)']",4.404761904761904,1,4,False,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",1.0,0,6,True,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",1.0,0,6,True,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,38,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)']","['(pick-up c)', '(unstack a b)', '(put-down c)', '(stack a b)']","{1: 'correct', 2: 'correct', 0: 'same_act', 3: 'same_act'}","{1: 'correct', 2: 'correct', 0: 'same_act', 3: 'same_act'}",1.5,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)']",[],False,2.5770833333333334,2.466666666666667,6,0,False,"['(unstack b a)', '(put-down c)', '(stack b a)', '(pick-up c)']",2.6875000000000004,5,0,False,['(put-down c)'],1.0,6,0,False,"['(put-down c)', '(stack b a)']",1.0,6,0,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,39,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']","['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(stack b a)']","{0: 'position', 1: 'position', 2: 'position', 3: 'same_act', 4: 'same_act'}","{0: 'position', 1: 'position', 2: 'position', 3: 'same_act', 4: 'same_act'}",2.8,"['(put-down c)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']","['(unstack b c)', '(put-down b)', '(unstack c a)']",False,3.65,3.65,5,4,False,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(stack c b)', '(stack b a)']",3.65,5,4,False,"['(unstack b c)', '(put-down b)', '(unstack c a)']",1.0,5,3,False,"['(unstack b c)', '(put-down b)', '(unstack c a)']",1.0,5,3,False,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,40,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']","['(pick-up a)', '(unstack a c)', '(put-down a)', '(pick-up c)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']","{0: 'correct', 1: 'correct', 2: 'correct', 4: 'correct', 5: 'correct', 7: 'correct', 3: 'redundant', 6: 'redundant'}","{0: 'correct', 1: 'correct', 2: 'correct', 4: 'correct', 5: 'correct', 7: 'correct', 3: 'same_act', 6: 'correct'}",1.5,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",[],False,3.1041666666666665,3.0416666666666665,7,0,False,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)', '(pick-up a)']",3.1666666666666665,2,2,False,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",1.0,0,6,True,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",1.0,0,6,True,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,41,"['(pick-up c)', '(stack c b)']","['(pick-up b)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c b)']","{3: 'correct', 4: 'correct', 0: 'redundant', 1: 'redundant', 2: 'redundant'}","{3: 'correct', 4: 'correct', 0: 'same_act', 1: 'redundant', 2: 'diff_act'}",0.8,"['(pick-up c)', '(stack c b)']",[],False,1.5,1.5,3,0,False,"['(pick-up b)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c b)']",1.5,3,0,False,"['(pick-up c)', '(stack c b)']",1.0,0,2,True,"['(pick-up c)', '(stack c b)']",1.0,0,2,True,"['(pick-up c)', '(stack c b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,42,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']","['(pick-up a)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'redundant'}","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'same_act'}",1.6,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",[],False,2.875,3.75,1,0,False,"['(pick-up a)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",3.75,1,0,False,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,4,True,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,4,True,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,43,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)']","['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack a c)']","{0: 'position', 1: 'position', 2: 'position', 3: 'correct'}","{0: 'position', 1: 'position', 2: 'position', 3: 'correct'}",3.5,"['(put-down b)', '(pick-up a)', '(stack a c)']","['(unstack a b)', '(put-down a)', '(unstack b c)']",False,4.041666666666666,4.041666666666666,3,3,False,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack a c)']",4.041666666666666,3,3,False,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack a c)']",1.0,3,3,False,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack a c)']",1.0,3,3,False,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,44,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']","['(pick-up c)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'diff_act', 5: 'same_act', 6: 'redundant'}","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'diff_act', 5: 'same_act', 6: 'same_act'}",1.3571428571428572,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",[],False,3.209967320261438,2.858029878618114,7,0,False,"['(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)', '(pick-up a)']",3.561904761904762,3,0,False,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']",1.0,4,4,False,"['(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,6,2,False,"['(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,45,"['(pick-up a)', '(stack a c)']","['(pick-up c)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a c)']","{3: 'correct', 4: 'correct', 0: 'redundant', 1: 'redundant', 2: 'redundant'}","{3: 'correct', 4: 'correct', 0: 'same_act', 1: 'redundant', 2: 'diff_act'}",0.8,"['(pick-up a)', '(stack a c)']",[],False,1.5,1.5,3,0,False,"['(pick-up c)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a c)']",1.5,3,0,False,"['(pick-up a)', '(stack a c)']",1.0,0,2,True,"['(pick-up a)', '(stack a c)']",1.0,0,2,True,"['(pick-up a)', '(stack a c)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,46,"['(unstack b a)', '(stack b c)', '(pick-up a)', '(stack a b)']","['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']","{0: 'position', 2: 'position', 3: 'position', 1: 'diff_act', 4: 'redundant', 5: 'redundant'}","{0: 'position', 2: 'position', 3: 'position', 1: 'diff_act', 4: 'same_act', 5: 'same_act'}",2.083333333333333,"['(stack b c)', '(pick-up a)', '(stack a b)']",['(unstack b a)'],True,2.821296296296296,2.7842592592592594,3,6,False,"['(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)', '(unstack c b)', '(put-down c)']",2.858333333333333,3,0,False,"['(unstack b a)', '(pick-up a)', '(stack a b)']",1.0,3,1,False,"['(stack b c)', '(pick-up a)', '(stack a b)']",1.0,4,0,False,"['(unstack b a)', '(stack b c)', '(pick-up a)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,47,"['(unstack a c)', '(stack a b)']","['(pick-up a)', '(unstack a c)']","{1: 'correct', 0: 'diff_act'}","{1: 'correct', 0: 'diff_act'}",1.25,"['(unstack a c)', '(stack a b)']",[],False,3.711437908496732,3.586437908496732,2,0,False,"['(unstack a c)', '(pick-up a)']",3.836437908496732,1,1,False,['(unstack a c)'],1.0,1,1,False,['(unstack a c)'],1.0,1,1,False,"['(unstack a c)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,48,"['(pick-up a)', '(stack a b)']","['(pick-up b)', '(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a b)']","{3: 'correct', 4: 'correct', 0: 'redundant', 1: 'redundant', 2: 'redundant'}","{3: 'correct', 4: 'correct', 0: 'same_act', 1: 'redundant', 2: 'diff_act'}",0.8,"['(pick-up a)', '(stack a b)']",[],False,1.5,1.5,3,0,False,"['(pick-up b)', '(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a b)']",1.5,3,0,False,"['(pick-up a)', '(stack a b)']",1.0,0,2,True,"['(pick-up a)', '(stack a b)']",1.0,0,2,True,"['(pick-up a)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,49,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']","['(pick-up b)', '(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 6: 'correct', 5: 'redundant'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 6: 'correct', 5: 'correct'}",1.7142857142857142,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",[],False,4.19047619047619,3.976190476190476,6,0,False,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)', '(pick-up b)']",4.404761904761904,1,4,False,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,6,True,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,6,True,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,50,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b a)']","['(pick-up a)', '(unstack a c)', '(put-down a)', '(pick-up c)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b a)']","{1: 'correct', 2: 'correct', 4: 'correct', 5: 'correct', 6: 'correct', 7: 'correct', 0: 'redundant', 3: 'redundant'}","{1: 'correct', 2: 'correct', 4: 'correct', 5: 'correct', 6: 'correct', 7: 'correct', 0: 'same_act', 3: 'same_act'}",1.5,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b a)']",[],False,3.1041666666666665,3.0416666666666665,2,0,False,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b a)', '(pick-up a)']",3.1666666666666665,2,2,False,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b a)']",1.0,0,6,True,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b a)']",1.0,0,6,True,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,51,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']","['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(stack b a)']","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'correct'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'correct'}",3.6,"['(pick-up b)', '(stack b a)']","['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)']",False,4.433333333333334,4.433333333333334,2,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(stack b a)']",4.433333333333334,2,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(stack b a)']",1.0,2,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(stack b a)']",1.0,2,4,False,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,52,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']","['(pick-up c)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'redundant'}","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'same_act'}",1.6,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']",[],False,2.875,3.75,1,0,False,"['(pick-up c)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']",3.75,1,0,False,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']",1.0,0,4,True,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']",1.0,0,4,True,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,53,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']","['(pick-up b)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'redundant'}","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'same_act'}",1.6,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",[],False,3.95,3.75,1,0,False,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up b)']",4.15,1,4,False,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",1.0,0,4,True,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",1.0,0,4,True,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,54,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(pick-up c)', '(stack c a)']","['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(stack c a)']","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'correct'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'correct'}",3.6,"['(pick-up c)', '(stack c a)']","['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)']",False,4.433333333333334,4.433333333333334,2,4,False,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(stack c a)']",4.433333333333334,2,4,False,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(stack c a)']",1.0,2,4,False,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(stack c a)']",1.0,2,4,False,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(pick-up c)', '(stack c a)']",True,,,,,,
claude_3_haiku,blocksworld_3,_zero_shot,55,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)']","['(pick-up a)', '(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)']","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'redundant'}","{1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 0: 'same_act'}",1.6,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)']",[],False,2.875,3.75,1,0,False,"['(pick-up a)', '(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)']",3.75,1,0,False,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,4,True,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,4,True,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)']",True,,,,,,
